# SHiP HNL |Umu|^2 sensitivity (BC7 benchmark)
# Digitized from arXiv:2505.00947v2, fig:pbc_bc7_gray_final, 2026-06-06
# Source file: Figures/5-PhysicsReach/BSM_benchmarks/pbc_bc7_gray_final.pdf
# The SHiP upper branch is sampled with an extrema window and
# short sparse-raster gaps are log-interpolated from neighboring
# visible upper-edge pixels to avoid artificial branch toggles.
# mass_GeV  u2_min  u2_max
1.6040  8.337e-11  9.633e-04
1.6060  8.337e-11  9.633e-04
1.6080  8.337e-11  9.633e-04
1.6100  8.337e-11  9.633e-04
1.6120  8.337e-11  9.633e-04
1.6140  8.337e-11  9.633e-04
1.6160  8.337e-11  9.633e-04
1.6180  8.337e-11  9.633e-04
1.6200  8.337e-11  9.633e-04
1.6202  8.337e-11  9.633e-04
1.6220  8.337e-11  9.633e-04
1.6240  8.337e-11  9.633e-04
1.6260  8.337e-11  9.633e-04
1.6280  8.337e-11  9.633e-04
1.6300  8.337e-11  9.633e-04
1.6320  8.337e-11  9.633e-04
1.6340  8.337e-11  9.633e-04
1.6360  8.337e-11  9.633e-04
1.6380  8.337e-11  9.633e-04
1.6400  8.337e-11  9.633e-04
1.6420  8.337e-11  9.631e-04
1.6440  8.337e-11  9.631e-04
1.6460  8.337e-11  9.629e-04
1.6480  8.337e-11  9.629e-04
1.6500  8.337e-11  9.629e-04
1.6514  8.337e-11  9.627e-04
1.6520  8.337e-11  9.627e-04
1.6540  8.337e-11  9.627e-04
1.6560  8.337e-11  9.625e-04
1.6580  8.337e-11  9.625e-04
1.6600  8.337e-11  9.624e-04
1.6620  8.337e-11  9.624e-04
1.6640  8.337e-11  9.624e-04
1.6660  8.337e-11  9.622e-04
1.6680  8.337e-11  9.622e-04
1.6700  8.337e-11  9.620e-04
1.6720  8.337e-11  9.620e-04
1.6740  8.337e-11  9.618e-04
1.6760  8.337e-11  9.618e-04
1.6780  8.337e-11  9.618e-04
1.6800  8.337e-11  9.616e-04
1.6820  8.337e-11  9.616e-04
1.6832  8.337e-11  9.614e-04
1.6840  8.337e-11  9.614e-04
1.6860  8.337e-11  9.614e-04
1.6880  8.337e-11  9.613e-04
1.6900  8.337e-11  9.613e-04
1.6920  8.337e-11  9.613e-04
1.6940  8.337e-11  9.611e-04
1.6960  8.337e-11  9.611e-04
1.6980  8.337e-11  9.609e-04
1.7000  8.337e-11  9.609e-04
1.7020  8.337e-11  9.609e-04
1.7040  8.337e-11  9.609e-04
1.7060  8.337e-11  9.609e-04
1.7080  8.337e-11  9.609e-04
1.7100  8.337e-11  9.609e-04
1.7120  1.339e-10  9.609e-04
1.7140  1.339e-10  9.609e-04
1.7156  1.339e-10  9.609e-04
1.7160  1.339e-10  9.609e-04
1.7180  1.339e-10  9.609e-04
1.7200  1.339e-10  9.609e-04
1.7220  1.339e-10  9.609e-04
1.7240  1.339e-10  9.609e-04
1.7260  1.339e-10  9.609e-04
1.7280  1.339e-10  9.609e-04
1.7300  1.339e-10  9.609e-04
1.7320  1.339e-10  9.609e-04
1.7340  1.339e-10  9.609e-04
1.7360  1.339e-10  9.609e-04
1.7380  1.339e-10  9.609e-04
1.7400  1.339e-10  9.609e-04
1.7420  1.339e-10  9.609e-04
1.7440  1.339e-10  9.609e-04
1.7460  1.339e-10  9.609e-04
1.7480  1.339e-10  9.609e-04
1.7487  1.339e-10  9.609e-04
1.7500  1.339e-10  9.609e-04
1.7520  1.339e-10  9.609e-04
1.7540  1.339e-10  9.609e-04
1.7560  1.339e-10  9.609e-04
1.7580  1.339e-10  9.609e-04
1.7600  1.339e-10  9.609e-04
1.7620  1.339e-10  9.609e-04
1.7640  1.339e-10  9.609e-04
1.7660  1.339e-10  9.609e-04
1.7680  1.339e-10  9.609e-04
1.7700  1.339e-10  9.609e-04
1.7720  1.339e-10  9.609e-04
1.7740  1.339e-10  9.609e-04
1.7760  1.339e-10  9.609e-04
1.7780  1.339e-10  9.609e-04
1.7800  1.339e-10  9.609e-04
1.7820  1.339e-10  9.609e-04
1.7823  1.339e-10  9.609e-04
1.7840  1.339e-10  9.609e-04
1.7860  1.339e-10  9.609e-04
1.7880  1.339e-10  9.609e-04
1.7900  1.339e-10  9.609e-04
1.7920  1.339e-10  9.609e-04
1.7940  1.339e-10  9.609e-04
1.7960  1.339e-10  9.609e-04
1.7980  1.339e-10  9.609e-04
1.8000  1.339e-10  9.609e-04
1.8020  1.339e-10  9.609e-04
1.8040  1.339e-10  9.609e-04
1.8060  1.354e-10  9.609e-04
1.8080  1.354e-10  9.609e-04
1.8100  1.367e-10  9.609e-04
1.8120  1.367e-10  9.609e-04
1.8140  1.367e-10  9.609e-04
1.8160  1.382e-10  9.609e-04
1.8167  1.382e-10  9.609e-04
1.8180  1.382e-10  9.609e-04
1.8200  1.690e-10  9.609e-04
1.8220  1.690e-10  9.609e-04
1.8240  1.690e-10  9.609e-04
1.8260  1.771e-10  9.609e-04
1.8280  1.771e-10  9.609e-04
1.8300  1.805e-10  9.609e-04
1.8320  1.805e-10  9.609e-04
1.8340  1.805e-10  9.609e-04
1.8360  1.825e-10  9.609e-04
1.8380  1.825e-10  9.609e-04
1.8400  1.838e-10  9.609e-04
1.8420  1.838e-10  9.609e-04
1.8440  1.838e-10  9.609e-04
