# ANUBIS HNL |Umu|^2 sensitivity (BC7 benchmark)
# Digitized from arXiv:2505.00947v2, fig:pbc_bc7_gray_final, 2026-06-06
# Source file: Figures/5-PhysicsReach/BSM_benchmarks/pbc_bc7_gray_final.pdf
# mass_GeV  u2_min  u2_max
1.9920  2.952e-07  7.309e-04
1.9940  2.952e-07  7.309e-04
1.9960  2.913e-07  7.128e-04
1.9980  2.913e-07  7.128e-04
1.9985  2.913e-07  7.128e-04
2.0000  2.877e-07  6.908e-04
2.0370  2.794e-07  5.721e-04
2.0762  2.632e-07  5.592e-04
2.1162  2.446e-07  4.582e-04
2.1569  2.264e-07  4.157e-04
2.1985  2.246e-07  3.913e-04
2.2408  2.067e-07  3.122e-04
2.2840  1.915e-07  3.053e-04
2.3279  1.834e-07  2.491e-04
2.3728  1.732e-07  2.285e-04
2.4185  1.613e-07  2.054e-04
2.4651  1.493e-07  1.693e-04
2.5125  1.483e-07  1.668e-04
2.5609  1.368e-07  1.349e-04
2.6103  1.264e-07  1.254e-04
2.6605  1.211e-07  1.118e-04
2.7118  1.155e-07  9.270e-05
2.7640  1.069e-07  8.977e-05
2.8172  9.877e-08  7.074e-05
2.8715  9.817e-08  6.827e-05
2.9268  9.074e-08  5.983e-05
2.9831  8.410e-08  5.069e-05
3.0406  7.974e-08  4.852e-05
3.0992  7.663e-08  3.842e-05
3.1588  7.100e-08  3.729e-05
3.2197  6.625e-08  3.219e-05
3.2817  6.500e-08  2.773e-05
3.3449  6.046e-08  2.620e-05
3.4093  5.602e-08  2.074e-05
3.4750  5.279e-08  2.032e-05
3.5419  5.127e-08  1.647e-05
3.6101  4.738e-08  1.507e-05
3.6796  4.424e-08  1.397e-05
3.7505  4.306e-08  1.127e-05
3.8227  4.306e-08  1.097e-05
3.8964  4.306e-08  8.746e-06
3.9714  5.971e-06  8.216e-06
4.0479  5.971e-06  6.906e-06
4.1258  5.971e-06  6.043e-06
4.2053  5.562e-06  5.562e-06
4.2863  4.483e-06  4.483e-06
4.3689  4.200e-06  4.200e-06
4.4530  3.372e-06  3.372e-06
4.5388  3.089e-06  3.089e-06
4.6262  2.528e-06  2.528e-06
4.7153  2.299e-06  2.299e-06
4.8000  1.912e-06  1.912e-06
4.8050  1.912e-06  1.912e-06
4.8061  1.912e-06  1.912e-06
4.8100  1.860e-06  1.860e-06
4.8150  1.860e-06  1.860e-06
4.8200  1.860e-06  1.860e-06
4.8250  1.809e-06  1.809e-06
4.8300  1.809e-06  1.809e-06
4.8350  1.809e-06  1.809e-06
4.8400  1.766e-06  1.766e-06
4.8450  1.766e-06  1.766e-06
4.8500  1.737e-06  1.737e-06
4.8550  1.737e-06  1.737e-06
4.8600  1.737e-06  1.737e-06
4.8650  1.699e-06  1.699e-06
4.8700  1.699e-06  1.699e-06
4.8750  1.699e-06  1.699e-06
4.8800  1.666e-06  1.666e-06
4.8850  1.666e-06  1.666e-06
4.8900  1.666e-06  1.666e-06
4.8950  1.635e-06  1.635e-06
4.8986  1.635e-06  1.635e-06
4.9000  1.635e-06  1.635e-06
4.9050  1.600e-06  1.600e-06
4.9100  1.600e-06  1.600e-06
4.9150  1.600e-06  1.600e-06
4.9200  1.562e-06  1.562e-06
4.9250  1.562e-06  1.562e-06
4.9300  1.562e-06  1.562e-06
4.9350  1.522e-06  1.522e-06
4.9400  1.522e-06  1.522e-06
4.9450  1.483e-06  1.483e-06
4.9500  1.483e-06  1.483e-06
4.9550  1.483e-06  1.483e-06
4.9600  1.444e-06  1.444e-06
4.9650  1.444e-06  1.444e-06
4.9700  1.444e-06  1.444e-06
4.9750  1.406e-06  1.406e-06
4.9800  1.406e-06  1.406e-06
4.9850  1.406e-06  1.406e-06
4.9900  1.370e-06  1.370e-06
4.9930  1.370e-06  1.370e-06
4.9950  1.370e-06  1.370e-06
5.0000  1.370e-06  1.370e-06
5.0050  1.333e-06  1.333e-06
5.0100  1.333e-06  1.333e-06
5.0150  1.302e-06  1.302e-06
5.0200  1.302e-06  1.302e-06
5.0250  1.302e-06  1.302e-06
5.0300  1.271e-06  1.271e-06
5.0350  1.271e-06  1.271e-06
5.0400  1.271e-06  1.271e-06
5.0450  1.237e-06  1.237e-06
5.0500  1.237e-06  1.237e-06
5.0550  1.237e-06  1.237e-06
5.0600  1.197e-06  1.197e-06
5.0650  1.197e-06  1.197e-06
5.0700  1.197e-06  1.197e-06
5.0750  1.162e-06  1.162e-06
5.0800  1.162e-06  1.162e-06
5.0850  1.139e-06  1.139e-06
5.0892  1.139e-06  1.139e-06
5.0900  1.139e-06  1.139e-06
5.0950  1.139e-06  1.139e-06
5.1000  1.118e-06  1.118e-06
5.1050  1.118e-06  1.118e-06
5.1100  1.118e-06  1.118e-06
5.1150  1.095e-06  1.095e-06
5.1200  1.095e-06  1.095e-06
5.1250  1.095e-06  1.095e-06
5.1300  1.069e-06  1.069e-06
5.1350  1.069e-06  1.069e-06
5.1400  1.069e-06  1.069e-06
5.1450  1.044e-06  1.044e-06
5.1500  1.044e-06  1.044e-06
5.1550  1.044e-06  1.044e-06
5.1600  1.018e-06  1.018e-06
5.1650  1.018e-06  1.018e-06
5.1700  1.018e-06  1.018e-06
5.1750  9.943e-07  9.943e-07
5.1800  9.943e-07  9.943e-07
5.1850  9.723e-07  9.723e-07
5.1872  9.723e-07  9.723e-07
5.1900  9.723e-07  9.723e-07
5.1950  9.723e-07  9.723e-07
5.2000  9.510e-07  9.510e-07
5.2050  9.510e-07  9.510e-07
5.2100  9.510e-07  9.510e-07
5.2150  9.245e-07  9.245e-07
5.2200  9.245e-07  9.245e-07
5.2250  9.245e-07  9.245e-07
5.2300  8.915e-07  8.915e-07
5.2350  8.915e-07  8.915e-07
5.2400  8.915e-07  8.915e-07
5.2450  8.588e-07  8.588e-07
5.2500  8.588e-07  8.588e-07
5.2550  8.588e-07  8.588e-07
5.2600  8.305e-07  8.305e-07
5.2650  8.305e-07  8.305e-07
5.2700  8.305e-07  8.305e-07
5.2750  8.096e-07  8.096e-07
5.2800  8.096e-07  8.096e-07
5.2850  8.096e-07  8.096e-07
5.2871  7.948e-07  7.948e-07
5.2900  7.948e-07  7.948e-07
5.2950  7.948e-07  7.948e-07
5.3000  7.948e-07  7.948e-07
5.3050  7.792e-07  7.792e-07
5.3100  7.792e-07  7.792e-07
5.3150  7.792e-07  7.792e-07
5.3200  7.632e-07  7.632e-07
5.3250  7.632e-07  7.632e-07
5.3300  7.632e-07  7.632e-07
5.3350  7.454e-07  7.454e-07
5.3400  7.454e-07  7.454e-07
5.3450  7.454e-07  7.454e-07
5.3500  7.285e-07  7.285e-07
5.3550  7.285e-07  7.285e-07
5.3600  7.285e-07  7.285e-07
5.3650  7.135e-07  7.135e-07
5.3700  7.135e-07  7.135e-07
5.3750  7.135e-07  7.135e-07
5.3800  6.993e-07  6.993e-07
