# FASER2 HNL |Umu|^2 sensitivity (BC7 benchmark)
# Digitized from arXiv:2505.00947v2, fig:pbc_bc7_gray_final, 2026-06-06
# Source file: Figures/5-PhysicsReach/BSM_benchmarks/pbc_bc7_gray_final.pdf
# FASER2 and FLArE contours overlap to within line width across
# most of the mass range; values are co-located with FLArE_Umu.dat.
# mass_GeV  u2_min  u2_max
2.0370  1.141e-07  2.551e-04
2.0762  1.284e-07  1.985e-04
2.1162  1.321e-07  1.686e-04
2.1569  1.328e-07  1.458e-04
2.1985  1.353e-07  1.255e-04
2.2408  1.394e-07  1.093e-04
2.2840  1.415e-07  9.172e-05
2.3279  1.444e-07  7.983e-05
2.3728  1.538e-07  6.695e-05
2.4185  1.644e-07  5.714e-05
2.4651  1.733e-07  4.749e-05
2.5125  1.847e-07  4.089e-05
2.5609  1.992e-07  3.400e-05
2.6103  2.192e-07  2.845e-05
2.6605  2.512e-07  2.314e-05
2.7118  2.682e-07  1.920e-05
2.7640  3.258e-07  1.512e-05
2.8172  3.736e-07  1.189e-05
2.8715  4.455e-07  9.249e-06
2.9268  1.949e-06  2.252e-06
2.9831  1.949e-06  2.031e-06
3.0406  1.949e-06  1.981e-06
3.0992  1.897e-06  1.897e-06
3.1588  1.884e-06  1.884e-06
3.2197  1.868e-06  1.868e-06
3.2817  1.849e-06  1.849e-06
3.3449  1.837e-06  1.837e-06
