# CODEX-b HNL |Umu|^2 sensitivity (BC7 benchmark)
# Digitized from arXiv:2505.00947v2, fig:pbc_bc7_gray_final, 2026-06-06
# Method: vector extraction from PDF path operators (PyMuPDF)
# Source file: Figures/5-PhysicsReach/BSM_benchmarks/pbc_bc7_gray_final.pdf
# mass_GeV  u2_min  u2_max
1.9540  2.709e-08  1.339e-04
1.9560  2.725e-08  1.336e-04
1.9580  2.740e-08  1.333e-04
1.9600  2.755e-08  1.331e-04
1.9607  2.761e-08  1.330e-04
1.9620  2.771e-08  1.328e-04
1.9640  2.786e-08  1.325e-04
1.9660  2.802e-08  1.322e-04
1.9680  2.817e-08  1.319e-04
1.9700  2.833e-08  1.317e-04
1.9720  2.849e-08  1.314e-04
1.9740  2.865e-08  1.311e-04
1.9760  2.881e-08  1.308e-04
1.9780  2.896e-08  1.306e-04
1.9800  2.913e-08  1.303e-04
1.9820  2.929e-08  1.300e-04
1.9840  2.945e-08  1.298e-04
1.9860  2.961e-08  1.295e-04
1.9880  2.978e-08  1.292e-04
1.9900  2.994e-08  1.290e-04
1.9920  3.010e-08  1.287e-04
1.9940  3.027e-08  1.284e-04
1.9960  3.044e-08  1.282e-04
1.9980  3.060e-08  1.279e-04
1.9985  3.064e-08  1.278e-04
2.0000  3.077e-08  1.276e-04
2.0000  3.077e-08  1.276e-04
2.0370  2.996e-08  1.223e-04
2.0762  2.914e-08  1.170e-04
2.1000  2.866e-08  1.140e-04
2.1162  2.874e-08  9.676e-05
2.1569  2.894e-08  6.437e-05
2.1985  2.914e-08  4.282e-05
2.2000  2.915e-08  4.219e-05
2.2408  2.951e-08  3.428e-05
2.2840  2.990e-08  2.763e-05
2.3279  3.028e-08  2.228e-05
2.3728  3.068e-08  1.796e-05
2.4185  3.108e-08  1.448e-05
2.4651  3.148e-08  1.167e-05
2.5000  3.178e-08  9.956e-06
2.5125  3.238e-08  9.528e-06
2.5609  3.480e-08  8.057e-06
2.6103  3.739e-08  6.813e-06
2.6605  4.017e-08  5.761e-06
2.7118  4.317e-08  4.871e-06
2.7640  4.638e-08  4.119e-06
2.8000  4.870e-08  3.676e-06
2.8172  5.236e-08  3.055e-06
2.8715  6.562e-08  1.717e-06
2.9268  8.224e-08  9.654e-07
2.9831  1.031e-07  5.428e-07
3.0000  1.102e-07  4.579e-07
