# SHiP HNL |Umu|^2 sensitivity (BC7 benchmark)
# Digitized from arXiv:2505.00947v2, fig:pbc_bc7_gray_final, 2026-06-06
# Method: vector extraction from PDF path operators (PyMuPDF)
# Source file: Figures/5-PhysicsReach/BSM_benchmarks/pbc_bc7_gray_final.pdf
# Where the SHiP contour upper crossing exceeds the plotted ceiling
# (U²>1e-2), the upper edge is clipped to sentinel value 1.0e-1.
# mass_GeV  u2_min  u2_max
1.7640  1.095e-10  9.705e-04
1.7660  1.103e-10  9.705e-04
1.7680  1.111e-10  9.705e-04
1.7700  1.119e-10  9.705e-04
1.7720  1.127e-10  9.705e-04
1.7740  1.136e-10  9.705e-04
1.7760  1.144e-10  9.705e-04
1.7780  1.152e-10  9.704e-04
1.7800  1.161e-10  9.704e-04
1.7820  1.169e-10  9.704e-04
1.7823  1.170e-10  9.704e-04
1.7824  1.171e-10  9.704e-04
1.7840  1.180e-10  9.704e-04
1.7860  1.192e-10  9.704e-04
1.7880  1.203e-10  9.704e-04
1.7900  1.215e-10  9.704e-04
1.7920  1.227e-10  9.704e-04
1.7940  1.239e-10  9.704e-04
1.7960  1.251e-10  9.704e-04
1.7980  1.264e-10  9.704e-04
1.8000  1.276e-10  9.704e-04
1.8020  1.289e-10  9.704e-04
1.8031  1.296e-10  9.704e-04
1.8040  1.304e-10  9.704e-04
1.8060  1.322e-10  9.704e-04
1.8080  1.341e-10  9.704e-04
1.8100  1.360e-10  9.704e-04
1.8120  1.379e-10  9.704e-04
1.8140  1.398e-10  9.704e-04
1.8160  1.418e-10  9.704e-04
1.8167  1.424e-10  9.704e-04
1.8180  1.438e-10  9.704e-04
1.8200  1.458e-10  9.704e-04
1.8220  1.479e-10  9.704e-04
1.8240  1.499e-10  9.704e-04
1.8260  1.520e-10  9.704e-04
1.8280  1.541e-10  9.704e-04
1.8289  1.551e-10  9.704e-04
1.8300  5.656e-10  9.704e-04
1.8316  3.699e-09  9.704e-04
1.8320  5.113e-09  9.704e-04
1.8322  6.212e-09  9.704e-04
1.8340  6.205e-09  9.704e-04
1.8360  6.195e-09  9.704e-04
1.8380  6.185e-09  9.704e-04
1.8400  6.176e-09  9.704e-04
1.8420  6.166e-09  9.704e-04
1.8440  6.157e-09  9.704e-04
1.8460  6.148e-09  9.704e-04
1.8480  6.138e-09  9.704e-04
1.8500  6.129e-09  9.704e-04
1.8516  6.121e-09  9.704e-04
1.8520  6.119e-09  9.704e-04
1.8540  6.110e-09  9.704e-04
1.8560  6.101e-09  9.704e-04
1.8580  6.091e-09  9.704e-04
1.8600  6.082e-09  9.704e-04
1.8620  6.073e-09  9.704e-04
1.8640  6.064e-09  9.704e-04
1.8660  6.055e-09  9.704e-04
1.8680  6.045e-09  9.704e-04
1.8700  6.036e-09  9.704e-04
1.8720  6.027e-09  9.704e-04
1.8740  6.018e-09  9.703e-04
1.8760  6.009e-09  9.703e-04
1.8780  6.000e-09  9.703e-04
1.8800  5.991e-09  9.703e-04
1.8820  5.982e-09  9.703e-04
1.8830  5.977e-09  9.703e-04
1.8840  5.973e-09  9.703e-04
1.8860  5.965e-09  9.703e-04
1.8873  5.960e-09  9.703e-04
1.8880  5.957e-09  9.703e-04
1.8900  5.948e-09  9.703e-04
1.8920  5.940e-09  9.703e-04
1.8940  5.932e-09  9.703e-04
1.8960  5.924e-09  9.703e-04
1.8980  5.916e-09  9.703e-04
1.9000  5.908e-09  9.703e-04
1.9020  5.900e-09  9.703e-04
1.9040  5.891e-09  9.703e-04
1.9060  5.883e-09  9.703e-04
1.9080  5.875e-09  9.703e-04
1.9100  5.867e-09  9.703e-04
1.9107  5.865e-09  9.703e-04
1.9120  5.859e-09  9.657e-04
1.9140  5.851e-09  9.588e-04
1.9160  5.843e-09  9.520e-04
1.9180  5.835e-09  9.452e-04
1.9200  5.828e-09  9.385e-04
1.9220  5.820e-09  9.318e-04
1.9237  5.813e-09  9.264e-04
1.9240  5.812e-09  9.252e-04
1.9260  5.804e-09  9.187e-04
1.9280  5.796e-09  9.121e-04
1.9300  5.788e-09  9.057e-04
1.9320  5.780e-09  8.993e-04
1.9340  5.773e-09  8.929e-04
1.9360  5.765e-09  8.866e-04
1.9380  5.757e-09  8.804e-04
1.9400  5.749e-09  8.742e-04
1.9420  5.742e-09  8.681e-04
1.9440  5.734e-09  8.620e-04
1.9460  5.726e-09  8.559e-04
1.9480  5.719e-09  8.499e-04
1.9500  5.711e-09  8.440e-04
1.9520  5.703e-09  8.381e-04
1.9540  5.696e-09  8.322e-04
1.9560  5.688e-09  8.264e-04
1.9580  5.681e-09  8.206e-04
1.9600  5.673e-09  8.149e-04
1.9607  5.670e-09  8.129e-04
1.9620  5.665e-09  8.092e-04
